DHSID,DHSCLUST,All_Population_Count_2010,All_Population_Count_2015,All_Population_Density_2010,All_Population_Density_2015,Aridity,BUILT_Population_2014,Drought_Episodes,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Global_Human_Footprint,Growing_Season_Length,ITN_Coverage_2010,ITN_Coverage_2015,Malaria_2010,Malaria_2015,Nightlights_Composite,Potential_Evapotranspiration,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_2010,Rainfall_2015,Travel_Times
RW201400000294,294,7947.987305,8964.098633,632.4807336,713.3403039,5720.357143,0.014868906000000001,-9999.0,3835.0,3636.0,34.0,11.0,0.450077785,0.7733412359999999,0.06686344,0.045479074,1.23551621,1567.4285710000001,35204.64882,21939.32628,19872.89985,1012.0,822.0,79.14285714
RW201400000295,295,6642.508789,7491.721191,528.5940542,596.1722298999999,9059.333333,0.009092733,-9999.0,2051.0,2072.0,28.0,13.0,0.446564257,0.778762363,0.035800356,0.036596876,0.6849978170000001,1494.466667,9205.460538,5220.874554999999,1865.9796629999998,1346.0,1402.0,136.1333333
RW201400000296,296,104053.1641,117461.2891,331.21150819999997,373.8908956,8702.010929,0.006899944,-9999.0,1805.888889,1787.5555559999998,24.08290155,13.0,0.430945026,0.774995313,0.045897380999999994,0.04342188,0.01366658,1504.136612,5523.3516039999995,13311.76725,1305.000939,1320.222222,1377.222222,149.2704918
RW201400000297,297,81709.58594,92155.76563,6502.24225,7333.522817,6278.733333,0.35247890200000004,-9999.0,3141.0,3210.0,36.66666667,11.0,0.27790529399999997,0.542872233,0.0162501,0.024982985,3.861857973,1592.0,38917.338489999995,58314.674589999995,27249.28834,1097.0,870.0,18.0
RW201400000298,298,112798.2578,127218.9688,359.048006,404.9505548,5548.060109,0.000488137,-9999.0,3767.416667,3613.083333,29.8109589,11.0,0.47160801399999996,0.806057149,0.071760118,0.065183111,0.001736414,1594.4699449999998,28801.91816,29246.55242,2109.318048,1111.9,861.1,225.6120219
RW201400000299,299,84866.70313,95716.5,270.13910610000005,304.67508219999996,5638.991870000001,0.001172478,-9999.0,3465.5,3362.1,29.44021739,11.0,0.44730654200000003,0.76965651,0.072993159,0.038227039,0.025610657999999998,1585.520325,34531.33535,18437.68162,23393.75782,999.2727273,794.4545455,155.48238480000003
RW201400000300,300,111160.6563,126842.6406,353.8353585,403.75266489999996,6111.875339,0.007364773000000001,-9999.0,3935.9,3951.2,29.90463215,12.0,0.364329035,0.682979847,0.08384652,0.047036648,0.001214269,1573.766938,1283.0667210000001,43323.29853,22199.11429,1085.8,935.9,217.0298103
RW201400000301,301,6026.262695,6796.691406,479.55474810000004,540.863517,7829.357143000001,0.033196513999999996,-9999.0,3638.0,3525.0,28.14285714,13.0,0.40227129,0.7190257640000001,0.04144945,0.04516281900000001,0.064717555,1532.4285710000001,37989.1603,39310.40441,31244.430819999998,1202.0,1013.0,217.1428571
RW201400000302,302,13603.43066,15342.56348,1082.526616,1220.922409,7436.266667,0.048458735,-9999.0,1907.0,1931.0,33.85714286,14.0,0.307093498,0.604890622,0.035169505,0.061014905999999994,0.316509247,1584.266667,3947.9546689999997,13068.32479,351.2188833,1238.0,1078.0,121.8
RW201400000303,303,190662.2344,215037.4844,15172.41853,17112.1393,6262.133333,0.69131279,-9999.0,2513.0,2598.0,53.0,11.0,0.254722844,0.507291905,0.017567232,0.025740204,16.90432089,1600.333333,42191.15719,57371.66406,30307.136189999997,1097.0,870.0,3.5333333330000003
RW201400000304,304,199526.3125,225034.7969,635.1119782000001,716.3080058999999,7848.139344,0.011237116,-9999.0,3938.6,3920.4,34.91256831,13.0,0.364699325,0.660450549,0.047194399000000005,0.042723347,0.014943836,1457.087432,14229.860869999999,34710.94639,20362.102890000002,1331.0,1074.777778,142.30601090000002
RW201400000305,305,113207.1016,127680.0781,360.3493963,406.41831129999997,5638.255376,0.001745524,-9999.0,3770.6,3542.9,30.77150538,11.0,0.468511081,0.801405664,0.05997989,0.059986204,0.036422137,1591.865591,34790.60013,35510.22219,4777.986659,1059.222222,840.0,202.62365590000002
RW201400000306,306,177113.875,199757.0156,563.7709739000001,635.846329,10112.307690000001,0.011754077,-9999.0,3977.25,3971.916667,37.21428571,13.0,0.38294911299999995,0.68126808,0.04675993,0.052393779,0.008252492,1383.722527,37382.631539999995,13392.8381,27169.370160000002,1451.3,1255.2,247.4010989
RW201400000307,307,12747.36914,14377.05762,1014.403405,1144.089894,8139.25,0.029854992,-9999.0,3427.0,3327.0,34.75,12.0,0.425091014,0.740722164,0.034089722,0.047133807,0.344411101,1493.0,34149.7687,25201.92456,37717.697060000006,1233.0,1077.0,61.375
RW201400000308,308,7956.063965,8973.208008,633.1234538,714.0652048999999,5913.0,0.19383589399999998,-9999.0,3428.0,3397.0,43.5,11.0,0.415836675,0.730057735,0.03370101,0.040689848,1.15101834,1631.5714289999999,48934.058730000004,61918.15447,32578.10487,1127.0,935.0,49.21428571
RW201400000309,309,137790.4063,155406.2344,438.60048550000005,494.67340779999995,7938.2650269999995,0.007055776999999999,-9999.0,3711.4,3621.2,35.83333333,12.0,0.442632635,0.762783526,0.051022482,0.065977653,0.102369658,1507.877049,28996.324760000003,33791.065389999996,33928.11493,1214.1,1120.5,123.8251366
RW201400000310,310,123596.1641,139397.3438,393.4188093,443.71552639999993,6054.679452,0.004691687,-9999.0,3742.0,3591.9,30.86813187,11.0,0.42089476,0.7341807440000001,0.041335781,0.038333233,0.015307326999999999,1574.405479,50182.15064,52793.06807,29361.27805,1095.0,904.0,96.39452055
RW201400000311,311,149919.4063,169085.875,477.2082916,538.2170563,7715.457219,0.006854481,-9999.0,3727.8,3706.3,36.47058824,12.0,0.43961111399999997,0.7611521790000001,0.055316597,0.076770715,0.110189687,1524.216578,21689.700259999998,41092.40822,26635.73637,1186.416667,1061.0,111.9625668
RW201400000312,312,134092.7813,151235.9063,426.8305795,481.39884119999994,5922.910326,0.00286547,-9999.0,3813.3,3652.5,36.875,11.0,0.40279344899999997,0.706441695,0.064822614,0.038589665,0.00111948,1565.184783,41519.04716,40041.29464,41215.69297,1056.9,899.4,183.7228261
RW201400000313,313,129542.1797,146103.5156,412.3455648,465.0619342,7639.95082,0.007319562,-9999.0,3683.4,3612.3,34.93715847,13.0,0.40329641299999996,0.7185957009999999,0.041865404,0.047227596,0.003989566,1564.3442619999998,43932.44116,31773.41247,34250.13253,1261.083333,1047.75,260.82240440000004
RW201400000314,314,217990.9844,245860.0781,693.8868543,782.5969348,12907.214090000001,0.069707913,-9999.0,3592.222222,3633.0,38.2601626,13.0,0.335326661,0.625246713,0.05104265400000001,0.052623153,0.032927535,1274.01355,10862.80666,3513.7698130000003,22082.088180000002,1666.555556,1437.888889,238.42547430000002
RW201400000315,315,217513.9375,245322.0313,692.3683669,780.8842786,7698.615176,0.020054637,1.0,3423.5,3368.8,33.13821138,11.0,0.419859365,0.731145012,0.065106575,0.046450108,0.313913053,1518.872629,16775.99163,32489.96875,43222.57447,1286.0,1182.7,152.8536585
RW201400000316,316,95705.80469,107941.3359,304.641038,343.5879434,8893.846995,0.004178685,-9999.0,3610.9,3512.4,28.70491803,12.0,0.447577589,0.77024469,0.042133131,0.051999416,0.012959483999999999,1462.046448,39811.079880000005,14984.54533,27612.153130000002,1290.777778,1194.0,426.46448089999996
RW201400000317,317,136644.0781,158079.3281,434.95160949999996,503.18212939999995,7094.010929000001,0.002416433,1.0,3856.6,3824.6,33.5260274,11.0,0.35840426799999997,0.65433795,0.184338045,0.143948094,0.000144422,1583.9672130000001,321.6286726,48456.96398,27651.941339999998,1271.444444,1170.111111,315.99726780000003
RW201400000318,318,137434.75,156985.9688,437.46839630000005,499.70185860000004,9010.795081999999,0.004817431,1.0,3549.2,3482.0,32.27868852,11.0,0.441859309,0.7609398059999999,0.086467266,0.067414999,0.005881554000000001,1475.10929,3499.909197,11754.9978,63544.25162,1442.5,1356.7,219.1120219
RW201400000319,319,95805.35156,108053.6016,304.95790550000004,343.9452963,6222.279133,0.01161273,-9999.0,3783.666667,3745.5,33.34782609,11.0,0.417496498,0.7379994609999999,0.039178626,0.061699947000000005,0.019064934,1618.1653119999999,27176.735360000002,52197.75265,26503.46658,1095.5,861.5,111.79132790000001
RW201400000320,320,147956.0313,166871.4844,470.9586748,531.1684321,7630.814015999999,0.011103152,1.0,3700.6,3665.6,35.93279570000001,11.0,0.44227773299999995,0.765004782,0.059483655,0.067149863,0.037552337000000005,1538.5202160000001,19394.677819999997,37979.74045,28040.94447,1288.111111,1140.444444,187.17250669999999
RW201400000321,321,151222.4063,170555.4688,481.3558694,542.8949186000001,6313.630137,0.021116073,-9999.0,3802.8,3652.3,36.83241758,11.0,0.40117999600000004,0.7078593759999999,0.041366266,0.041264819,0.11439253099999999,1581.331507,43381.82049,61139.977960000004,36754.876169999996,1126.111111,943.1111110999999,70.56164384
RW201400000322,322,107550.1563,121646.3203,342.3427801,387.2122637,16019.58967,0.085672129,-9999.0,4028.2,4041.3,30.47696477,14.0,-9999.0,-9999.0,-9999.0,-9999.0,0.001935448,1158.652174,1811.117763,0.0,28397.35766,1824.1,1582.1,537.1304347999999
RW201400000323,323,100499.5391,113347.9141,319.8999685,360.7976164,11575.25946,0.002628386,1.0,4214.3,4197.2,32.23719677,12.0,-9999.0,-9999.0,-9999.0,-9999.0,0.012122878,1321.1540539999999,16745.52362,2003.266445,44071.5711,1599.4,1499.8,196.6135135
RW201400000324,324,186576.3281,211455.0938,593.8908976,673.0824683999999,9550.308743000001,0.033397814,-9999.0,2451.75,2398.5,32.26818182,14.0,0.366967741,0.781031053,0.08032062200000001,0.06405225,0.24639290100000003,1485.251366,4640.005836,15317.13416,1993.585145,1366.8,1461.5,149.0355191
RW201400000325,325,9365.751953,10563.11914,745.3028595,840.5863127999999,7156.307692,0.162004322,-9999.0,4292.0,4233.0,46.0,11.0,-9999.0,-9999.0,-9999.0,-9999.0,0.180363343,1471.538462,18197.52526,47400.63292,29596.8534,1299.0,1066.0,82.61538462
RW201400000326,326,305219.375,344240.1875,971.5434452,1095.750549,8779.544959,0.039540399,-9999.0,3846.0,3811.0,42.5136612,13.0,0.323970749,0.605797252,0.052465655,0.05122436599999999,0.16677499099999998,1491.874659,12774.37645,9610.93385,4045.73589,1471.0,1270.2,128.9318801
RW201400000327,327,5104.952636999999,5757.595703,406.23922319999997,458.17490819999995,5794.733333,0.011152282,-9999.0,3750.0,3562.0,32.0,10.0,0.497787374,0.848661995,0.078809455,0.057462476,0.07723827,1534.466667,15861.963109999999,32944.10924,19905.0395,1067.0,883.0,111.53333329999998
RW201400000328,328,83756.23438,94464.0625,266.6043743,300.6884498,5746.347107,0.002614631,-9999.0,3682.8,3529.5,31.5261708,10.0,0.503086571,0.85679008,0.076196877,0.055024878,0.008512018,1548.0688710000002,15026.45728,33178.30488,19880.11622,1057.5,866.5,202.84848480000002
RW201400000329,329,78688.33594,88748.25781,6261.818814,7062.361961,5911.133333,0.6225549260000001,-9999.0,2513.0,2598.0,58.6,11.0,0.355760456,0.648023303,0.02274101,0.03273017,16.55886841,1625.266667,44941.19582,61239.58881,28626.05903,1084.0,872.0,8.666666667000001
RW201400000330,330,125903.4375,141999.5938,400.76308860000006,451.9987454,5809.222826,0.0076321819999999995,-9999.0,4012.4,3965.3,31.66124661,12.0,0.37233825600000003,0.6656388289999999,0.085161641,0.045336115999999996,0.007060508,1613.3233699999998,15225.913419999999,37441.200039999996,30675.902469999997,1075.2,927.2,165.07065219999998
RW201400000331,331,216087.9063,243713.6719,687.8291686000001,775.7647116,7446.340541,0.012965436,-9999.0,3616.777778,3593.111111,30.51075269,12.0,0.42828499700000006,0.751299446,0.042197236,0.058723816,0.090049185,1547.6162160000001,27328.46773,34048.74475,30348.493389999996,1142.777778,962.2222222000001,213.0675676
RW201400000332,332,179401.5625,202337.1875,571.0529094,644.0592712,8305.675749,0.012147133000000001,-9999.0,3855.0,3788.416667,41.04918033,13.0,0.38886458399999996,0.69223587,0.047884021,0.052442950999999995,0.007161298000000001,1518.784741,42937.8575,19678.73711,33314.06768,1377.4,1192.5,157.75749319999997
RW201400000333,333,201643.5625,227422.7031,641.8513943,723.9089474,8424.556756999998,0.0031718420000000002,-9999.0,3838.3,3794.2,40.46486486,13.0,0.360991002,0.659451566,0.051593775,0.050328732,0.018549547,1489.0189189999999,23667.32156,27408.198360000002,10204.47798,1370.3,1135.7,183.54324319999998
RW201400000334,334,215700.5313,243276.8281,686.5961157,774.3741946,9650.229508,0.01951494,-9999.0,2851.8,2807.2,33.0,14.0,0.324034873,0.62515096,0.040156737000000005,0.06389430900000001,0.045460697,1444.795082,13729.84111,3399.0087590000003,6788.590988,1345.666667,1165.0,160.3579235
RW201400000335,335,134766.2656,154820.1094,428.9743466,492.807714,8131.387534,0.001241102,-9999.0,3909.0,3947.0,32.21351351,14.0,-9999.0,-9999.0,-9999.0,-9999.0,0.001846773,1419.677507,254.8832395,18486.40553,4166.788001,1308.333333,1064.777778,298.93766939999995
RW201400000336,336,18245.43164,20578.01953,1451.925317,1637.5467640000002,7766.25,0.08454580699999999,-9999.0,3718.0,3780.0,37.125,12.0,0.441746473,0.7652629959999999,0.053821452,0.079783306,1.570184674,1495.6875,20771.18512,42060.76777,25569.23371,1164.0,993.0,77.875
RW201400000337,337,221462.2813,249775.1719,704.9363355,795.0590654,7919.761394,0.022150486,1.0,3414.666667,3355.4444439999997,33.1152815,11.0,0.43668354600000003,0.7546007770000001,0.059562857999999996,0.045639295999999996,0.326007313,1496.7319029999999,19037.28886,29476.094680000002,43259.99616,1300.9,1186.7,150.8525469
RW201400000338,338,139741.3906,157606.6563,444.8106614,501.6775683,5822.22865,0.001907628,-9999.0,3786.916667,3612.25,34.67127072,11.0,0.415281131,0.72290968,0.060811595,0.038056993,0.0037046640000000003,1569.865014,45768.4804,38169.06892,37207.52772,1029.5,866.6666667000002,156.5922865
RW201400000339,339,23038.29688,25983.62891,1833.329414,2067.7114899999997,9557.9375,0.161107322,-9999.0,2469.0,2459.0,51.25,14.0,0.405225361,0.736270205,0.049548477,0.046261363,1.4505007509999999,1486.0,5607.114968,11020.21976,2905.280405,1441.0,1523.0,169.25
RW201400000340,340,174519.0313,196830.4375,555.5113299,626.5307416,6981.292683,0.014177621999999999,-9999.0,3522.8,3453.4,33.77897574,13.0,0.40854003899999997,0.725644645,0.036086644,0.044633567,0.112160524,1581.485095,44824.35039,44047.68389,44187.10085,1142.555556,954.6666667000002,127.52032520000002
RW201400000341,341,173712.0625,195920.3281,552.9426683999999,623.6337734,6732.344173,0.017340512,-9999.0,3648.083333,3616.833333,36.91056911,12.0,0.41462770600000004,0.734072013,0.034595508999999997,0.045921690999999994,0.13311811,1591.238482,37804.20187,45589.176210000005,38155.27053,1126.8,917.2,96.92411924
RW201400000342,342,287413.1875,324157.5938,914.86459,1031.825668,9774.508197,0.05833566900000001,-9999.0,3805.3,3814.7,43.76502732,13.0,0.322128662,0.604204602,0.052287459,0.051315531,0.167558342,1436.374317,11178.88888,7885.971613,11110.49032,1583.5,1386.2,168.7540984
RW201400000343,343,110353.4375,124461.5938,351.26590130000005,396.17355760000004,8670.367847,0.002799835,1.0,3605.5,3548.333333,29.32786885,11.0,0.450486275,0.773954299,0.05225896,0.043924625999999994,0.028618711,1470.746594,12429.84402,20687.56035,55992.04957,1350.3,1260.3,184.9918256
RW201400000344,344,140622.6719,158600.5938,447.61586689999996,504.84136960000006,5734.086957,0.015687719,-9999.0,3854.4,3655.6,36.70108696,11.0,0.454839796,0.784054844,0.046820423,0.053961340999999996,0.192314252,1595.228261,40123.690160000006,47153.48568,11872.133409999999,1083.4,864.3,137.81521740000002
RW201400000345,345,13225.67383,14916.511719999999,1052.465683,1187.0182869999999,12753.64286,0.163734516,-9999.0,3370.0,3411.0,39.14285714,14.0,-9999.0,-9999.0,-9999.0,-9999.0,0.15513071,1268.214286,13428.533130000002,6720.4939349999995,21975.66461,1500.0,1334.0,130.4285714
RW201400000346,346,145213.5781,163778.4375,462.22917520000004,521.322958,7950.367123,0.00608053,-9999.0,3769.5,3708.4,36.13424658,13.0,0.38554888299999995,0.6949752579999999,0.047353421,0.047855709,0.007380108000000001,1540.40274,31292.342060000003,40118.44281,22780.95749,1306.5,1067.7,266.2493151
RW201400000347,347,54577.09375,61554.515629999994,173.724285,195.9341086,12954.38082,0.001174942,-9999.0,4113.25,4161.083333,21.8746594,13.0,-9999.0,-9999.0,-9999.0,-9999.0,0.001998231,1252.353425,28078.07392,0.0,22596.233480000003,1516.0,1474.2,679.5792349999999
RW201400000348,348,194387.8438,219886.4375,618.7557244,699.9202688999999,8763.244505,0.024591146,1.0,4047.3,3960.3,29.45730028,13.0,0.431409789,0.7866555540000001,0.05323387,0.06254968,0.020243356,1558.260989,5791.4976130000005,6921.240140000001,18864.60333,1326.555556,1441.666667,333.815427
RW201400000349,349,128312.0938,144716.1719,408.43007969999996,460.64588210000005,5723.547170000001,0.0016233970000000002,-9999.0,4015.2,3843.5,33.18328841,10.0,0.48618689200000004,0.8285569220000001,0.074524215,0.059141512,0.026946975,1558.708895,24915.16732,25461.98836,15832.65252,1138.6,896.2,143.5283019
RW201400000350,350,215590.3906,243152.5781,686.2455269,773.9786946,8395.324251,0.010978274,-9999.0,3143.363636,3129.090909,37.30517711,13.0,0.33980054299999995,0.6305124010000001,0.047079388,0.046050824000000004,0.008177835999999999,1482.678474,13409.37364,9985.074235,769.472147,1405.4,1186.2,146.26975480000002
RW201400000351,351,191376.0469,215864.8906,609.1688771,687.1192876,14842.14481,0.146866145,-9999.0,3568.7,3592.6,34.50546448,14.0,-9999.0,-9999.0,-9999.0,-9999.0,0.031469804,1197.019126,7108.643959,293.96649260000004,26379.62919,1687.8,1469.3,378.25683060000006
RW201400000352,352,3785.802979,4269.799805,301.2646288,339.7798725,8897.666667,0.0053568619999999996,1.0,3751.0,3787.0,29.4,11.0,0.455681086,0.782616291,0.047605697,0.043763254,0.0925378,1452.8,17644.443890000002,15878.109859999999,55908.4338,1385.0,1279.0,152.0
RW201400000353,353,117259.3906,132250.4375,373.24823280000004,420.9662171,8085.3378379999995,0.00470306,-9999.0,3681.0,3537.7,30.33423181,12.0,0.44255427299999994,0.7617554190000001,0.047626674,0.063391707,0.005680148,1507.5351349999999,36116.26794,27269.876969999998,40187.0001,1230.6,1123.4,175.3
RW201400000354,354,104198.4297,117519.7031,331.673903,374.0768332,5702.637838000001,0.03240278,-9999.0,3291.777778,3083.0,24.74054054,11.0,0.43307698299999997,0.75735843,0.057604205,0.094887272,0.031104037999999997,1615.2054050000002,26488.85108,60362.54591,10452.58293,1019.8,771.9,156.4216216
RW201400000355,355,481152.25,542665.25,1531.555179,1727.3571399999998,6666.445946,0.09775602,-9999.0,3565.2,3516.4,38.6,11.0,0.394744427,0.703640851,0.033663733,0.042234608,1.6271911119999998,1585.048649,46878.961489999994,52480.475419999995,38451.57255,1145.083333,947.0,84.0
RW201400000356,356,194703.0156,219594.875,619.7589473999999,698.9921967,8545.010959000001,0.011355428999999998,-9999.0,3946.4,3894.4,41.51648352,13.0,0.37543526,0.674384084,0.047539917,0.050744749000000006,0.005466456,1511.468493,35881.60839,24296.55405,26942.306969999998,1417.5,1221.3,128.5671233
RW201400000357,357,264109.5,300022.125,840.6866489,955.0000846,10307.67297,0.056069482999999996,1.0,3622.75,3598.833333,32.81267218,13.0,0.406344455,0.749783775,0.044912068,0.047748657,0.48906860799999996,1450.516216,8232.708360999999,4412.35775,8944.307684000001,1431.2,1536.8,292.8351351
RW201400000358,358,161644.0938,182309.5156,514.529131,580.3092116,7398.495913,0.009157006,-9999.0,3659.111111,3675.0,32.35694823,12.0,0.434699834,0.758047501,0.055538058,0.09471422800000001,0.21012403,1556.318801,14703.056559999999,45854.21405,18963.992280000002,1159.3,992.3,159.8773842
RW201400000359,359,11242.48047,12679.77734,894.6481697,1009.0246199999999,7649.625,0.036793243999999996,-9999.0,4061.0,3860.0,39.625,13.0,0.406951522,0.714439972,0.045822090999999995,0.048106156,0.22223496399999998,1571.625,26092.96491,9476.247506,4579.034307,1225.0,1128.0,89.4375
RW201400000360,360,127168.1406,144020.4063,404.78876360000004,458.4311914,9803.948649,0.0069752469999999995,1.0,4306.2,4272.4,25.56097561,12.0,0.449941917,0.791105081,0.049161086,0.053501035,0.006089535,1478.1135140000001,5382.886375,1024.112108,16520.872330000002,1476.8,1535.9,511.2783784
RW201400000361,361,156955.8125,177021.8438,499.6058681,563.4780295,7384.55914,0.008414926,-9999.0,3804.777778,3647.666667,34.00537634,11.0,0.387521757,0.691030939,0.044345503,0.041959653,0.02061477,1509.889785,32429.109310000003,51848.23593,35413.50694,1232.8,1034.0,121.9247312
RW201400000362,362,102896.2031,116050.9844,327.528787,369.40175639999995,11587.99728,0.001270386,-9999.0,3942.583333,3988.916667,25.17663043,13.0,0.450151442,0.775724075,0.038597879,0.045704960999999995,0.0033851159999999996,1314.899183,31774.742560000002,1973.346693,22262.48963,1464.3,1404.9,610.599455
RW201400000363,363,104309.6328,117645.1172,332.0278734,374.4760387,5477.237838,0.001050981,-9999.0,3385.5,3232.666667,31.4498645,11.0,0.45600669200000005,0.7846275979999999,0.07623627200000001,0.08111674,0.001410517,1605.891892,23307.78839,38386.849610000005,1058.070481,1100.1,858.7,171.4540541
RW201400000364,364,138290.7031,155970.5,440.1929796,496.469521,5707.754097999999,0.00422385,-9999.0,3779.2,3596.4,30.16666667,11.0,0.464610244,0.794915536,0.055640854000000003,0.051448575999999996,0.102151672,1583.4426230000001,39824.2383,34262.244119999996,9684.422262,1049.222222,852.6666667000002,158.62841530000003
RW201400000365,365,152841.6563,172381.7188,486.5101022,548.7080529,7648.389646,0.0031800979999999997,-9999.0,3559.2727270000005,3517.2727270000005,34.997275200000004,13.0,0.415791277,0.733827692,0.040115872000000004,0.049564174,0.001320376,1548.19346,43355.6221,28285.99514,45827.06802,1216.3,1033.8,236.19891009999998
RW201400000366,366,98319.77344,110889.4844,312.96155889999994,352.97219160000003,6259.016393,0.00901498,-9999.0,3797.5454549999995,3782.2727270000005,29.88493151,11.0,0.417062503,0.738204953,0.042260677,0.069480223,0.01124892,1619.245902,21667.98645,52015.03658,21266.96896,1092.6,861.0,153.97540980000002
RW201400000367,367,202819.7344,228873.875,645.5952657,728.528171,9966.204851999999,0.023586057,-9999.0,2710.3,2694.3,28.66993464,13.0,0.421265389,0.77321107,0.051019336,0.048921355,0.076172009,1458.522911,8275.720870000001,8137.543009,5082.89912,1389.555556,1471.0,203.2264151
RW201400000368,368,153132.1875,172709.4063,12185.872290000001,13743.777869999998,6030.666667,0.675977389,-9999.0,2513.0,2598.0,50.0,11.0,0.27790529399999997,0.542872233,0.0162501,0.024982985,11.43689179,1614.266667,40936.606360000005,59357.41005,27452.94532,1097.0,870.0,6.666666667
RW201400000369,369,143417.875,161753.1406,456.51327469999995,514.8762377,8574.336898,0.0021323270000000003,-9999.0,2137.111111,2098.333333,34.11524164,14.0,0.368877711,0.677916585,0.047503948,0.061273282000000005,0.005352452,1511.3663099999999,20842.58236,8513.308665,3259.995627,1310.2,1128.5,154.0508021
RW201400000370,370,83139.75781,93768.77344,264.6420685,298.47527599999995,5426.7473119999995,0.00411137,-9999.0,3257.25,3137.666667,27.58602151,11.0,0.433076567,0.756021183,0.094297281,0.118884325,0.0018084470000000001,1613.018817,12195.22526,49610.13718,6590.704672,1094.4,854.6,172.2580645
RW201400000371,371,153124.9063,172701.1875,487.411715,549.7249534,6973.77628,0.010201948,-9999.0,3974.0,3851.666667,36.82749326,11.0,0.38273119,0.681812284,0.052784874,0.041235181,0.009954022,1520.824798,30392.88363,54109.24646,39363.59345,1215.1,1026.3,110.0485175
RW201400000372,372,77178.67188,87045.59375,245.66734259999998,277.07473039999996,5707.308743,0.008439618000000001,-9999.0,3348.1,3222.4,28.67759563,10.0,0.493322838,0.839024881,0.060495312999999995,0.039915845,0.010095669,1568.830601,21209.52626,9535.246785,8149.434425,1042.5,818.6,205.42349730000004
RW201400000373,373,84990.67188,95856.3125,6763.342773,7628.002979999999,5896.571429,0.860250711,-9999.0,2512.0,2552.0,55.35714286,11.0,0.291371082,0.561258674,0.018759467,0.030347882000000003,12.43011785,1612.642857,42432.25211,63705.848939999996,24239.97349,1067.0,830.0,10.85714286
RW201400000374,374,190445.0781,214792.5469,606.2055113,683.7059116,7938.896739,0.01415832,-9999.0,3597.5555560000003,3520.666667,34.95912807,12.0,0.42502728799999995,0.739895849,0.043551147000000005,0.056951666,0.087717087,1522.3559779999998,38420.62057,20254.92641,36846.13231,1229.75,1082.5,93.4375
RW201400000375,375,83744.78906,94451.15625,6664.198569,7516.184198999999,6389.214286,0.358237963,-9999.0,3844.0,3852.0,31.42857143,11.0,0.27790529399999997,0.542872233,0.0162501,0.024982985,3.795527491,1585.785714,38716.09472,56893.595420000005,28580.37598,1161.0,917.0,33.92857143
RW201400000376,376,159571.6875,181544.6875,507.93245690000003,577.8746882,7565.986376000001,0.011066375,1.0,3442.5,3386.166667,34.94822888,11.0,0.403627945,0.7087665320000001,0.090315972,0.056907288,0.000222162,1552.013624,6722.427181,28374.999560000004,46548.38067,1303.666667,1234.416667,160.0626703
RW201400000377,377,199295.2031,224774.1563,634.3763342,715.4783611,10948.88618,0.028772814,-9999.0,4064.9,4033.0,36.85636856,13.0,0.364513714,0.658467854,0.042117635,0.04655985,0.014510717,1339.696477,25490.59766,16438.7119,29241.63921,1523.5,1322.2,191.99457990000002
RW201400000378,378,232874.5469,262646.4375,741.2627052,836.0295762999999,12863.718159999999,0.12228061400000001,-9999.0,3728.777778,3747.5555560000003,36.04054054,13.0,-9999.0,-9999.0,-9999.0,-9999.0,0.041402062999999996,1261.626016,14306.238169999999,7086.551714,26257.41374,1596.444444,1402.666667,239.15176150000002
RW201400000379,379,135259.875,152552.2188,430.54555419999997,485.58879400000006,5594.443836,0.003392053,-9999.0,3751.181818,3592.0909090000005,37.189041100000004,11.0,0.421683697,0.730935557,0.07370091299999999,0.039243595,0.010560458,1591.131507,47310.80624,31968.17188,36713.45668,984.5,820.0,152.830137
RW201400000380,380,114243.3906,128848.8594,363.64800660000003,410.1386577,5729.60274,0.001985797,-9999.0,3822.25,3612.25,30.95081967,11.0,0.466247245,0.7982193740000001,0.05373706,0.053320463,0.048305449,1583.60274,38936.72375,37676.5716,9421.479718999999,1059.416667,849.9166667000002,172.54520549999998
RW201400000381,381,180116.875,203143.9375,573.3298198,646.6272362000001,5946.268293,0.04683120599999999,-9999.0,3695.916667,3550.0,36.81621622,11.0,0.432250708,0.751334607,0.038529297000000004,0.040409728,0.756034981,1587.420054,52774.2471,54433.18477000001,25050.32031,1089.583333,887.9166667000002,77.91327913
RW201400000382,382,133125.7656,150145.25,423.75247300000007,477.9271744,7900.937158,0.006115008000000001,-9999.0,3721.888889,3616.888889,32.73770492,12.0,0.432312521,0.746856583,0.048690204,0.063352084,0.00844654,1533.915301,41134.22183,19195.43106,31784.866039999997,1225.666667,1092.0,124.1639344
RW201400000383,383,80882.35156,91222.76563,6436.41303,7259.2770359999995,6551.875,0.354286909,-9999.0,3579.0,3694.0,34.0,11.0,0.27790529399999997,0.542872233,0.0162501,0.024982985,3.0658127630000003,1572.875,38659.2513,56007.973029999994,29439.78543,1161.0,917.0,44.875
RW201400000384,384,201440.7031,227193.9375,641.2056727999999,723.1807639,12459.03784,0.09499102599999999,-9999.0,3839.1,3833.0,31.260162599999997,14.0,-9999.0,-9999.0,-9999.0,-9999.0,0.036902272,1289.4729730000001,16019.51664,12171.45646,16716.42241,1516.1,1344.4,207.20270269999997
